Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6
NL,BG,24,Export,121.06,174.23,211.58,339.43,390.35,486.51,712.79,769.36,833.86,877.97,971.89,1022.80,1070.32,1167.63,1217.40,1313.58,1362.22
NL,BG,25,Export,125.60,183.29,221.76,354.13,405.05,504.61,720.72,777.29,834.98,887.03,983.21,1035.25,1083.90,1182.32,1233.25,1331.68,1380.33
NL,BG,26,Export,125.60,183.29,221.76,354.13,405.05,504.61,720.72,777.29,834.98,887.03,983.21,1035.25,1083.90,1182.32,1233.25,1331.68,1380.33
NL,BG,27,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,28,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,29,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,30,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,31,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,32,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,33,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,34,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,35,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,36,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,37,Export,136.89,201.40,242.12,384.68,443.51,547.60,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,38,Export,136.89,201.40,242.12,384.68,443.51,547.60,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,39,Export,136.89,201.40,242.12,384.68,443.51,547.60,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,40,Export,121.06,174.23,211.58,339.43,390.35,486.51,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,41,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,42,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,43,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,44,Export,121.06,174.23,211.58,339.43,390.35,486.51,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,45,Export,121.06,174.23,211.58,339.43,390.35,486.51,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,46,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,47,Export,136.89,201.40,242.12,384.68,443.51,547.60,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,48,Export,136.89,201.40,242.12,384.68,443.51,547.60,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,49,Export,136.89,201.40,242.12,384.68,443.51,547.60,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,50,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,51,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,52,Export,130.12,190.08,229.68,365.44,422.02,523.85,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,53,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,54,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,55,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,56,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,57,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,58,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,59,Export,125.60,183.29,221.76,354.13,405.05,504.61,737.68,796.52,855.35,905.14,1004.70,1056.75,1107.65,1209.48,1261.52,1362.22,1410.88
NL,BG,60,Export,125.60,183.29,221.76,354.13,405.05,504.61,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,61,Export,130.12,190.08,229.68,365.44,422.02,523.85,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,62,Export,130.12,190.08,229.68,365.44,422.02,523.85,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,63,Export,130.12,190.08,229.68,365.44,422.02,523.85,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,64,Export,136.89,201.40,242.12,384.68,443.51,547.60,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,65,Export,140.29,208.18,248.91,395.99,457.10,565.71,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,66,Export,136.89,201.40,242.12,384.68,443.51,547.60,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,67,Export,136.89,201.40,242.12,384.68,443.51,547.60,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,68,Export,140.29,208.18,248.91,395.99,457.10,565.71,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,69,Export,140.29,208.18,248.91,395.99,457.10,565.71,772.76,834.98,892.68,942.48,1046.56,1102.00,1156.31,1261.52,1314.71,1421.06,1471.97
NL,BG,70,Export,130.12,190.08,229.68,365.44,422.02,523.85,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,71,Export,130.12,190.08,229.68,365.44,422.02,523.85,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,72,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,73,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,74,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,75,Export,144.82,214.97,256.84,407.31,471.80,581.54,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,76,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,77,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,78,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,79,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,80,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,81,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,82,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,83,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,84,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,85,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,86,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,87,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,88,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,89,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,90,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,91,Export,144.82,214.97,256.84,407.31,471.80,581.54,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,92,Export,144.82,214.97,256.84,407.31,471.80,581.54,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,93,Export,144.82,214.97,256.84,407.31,471.80,581.54,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,94,Export,144.82,214.97,256.84,407.31,471.80,581.54,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,95,Export,144.82,214.97,256.84,407.31,471.80,581.54,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,96,Export,144.82,214.97,256.84,407.31,471.80,581.54,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,97,Export,136.89,201.40,242.12,384.68,443.51,547.60,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,98,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,BG,99,Export,140.29,208.18,248.91,395.99,457.10,565.71,790.86,853.09,909.65,961.70,1068.05,1124.63,1178.93,1287.55,1341.86,1450.48,1503.66
NL,CH,10,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,892.96,964.44,1038.26,1076.95,1249.20,1297.25,1321.86,1369.90,1393.34
NL,CH,11,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,866.01,892.96,964.44,1038.26,1076.95,1432.01,1489.43,1519.90,1577.32,1605.46
NL,CH,12,Export,173.44,248.43,284.77,417.19,469.91,551.95,812.10,866.01,923.43,998.43,1074.59,1114.44,1432.01,1489.43,1519.90,1577.32,1605.46
NL,CH,13,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,892.96,964.44,1038.26,1076.95,1249.20,1297.25,1321.86,1369.90,1393.34
NL,CH,14,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,892.96,964.44,1038.26,1076.95,1249.20,1297.25,1321.86,1369.90,1393.34
NL,CH,15,Export,146.48,200.38,229.68,337.50,380.86,454.69,739.45,778.12,892.96,964.44,1038.26,1076.95,1249.20,1297.25,1321.86,1369.90,1393.34
NL,CH,16,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,892.96,964.44,1038.26,1076.95,1249.20,1297.25,1321.86,1369.90,1393.34
NL,CH,17,Export,146.48,200.38,229.68,337.50,380.86,454.69,739.45,778.12,892.96,964.44,1038.26,1076.95,1249.20,1297.25,1321.86,1369.90,1393.34
NL,CH,18,Export,165.23,235.54,270.70,399.61,451.17,527.33,785.14,866.01,943.35,1020.69,1099.21,1140.23,1432.01,1489.43,1519.90,1577.32,1605.46
NL,CH,19,Export,173.44,248.43,284.77,417.19,469.91,551.95,826.16,866.01,994.91,1076.95,1160.15,1203.50,1432.01,1489.43,1519.90,1577.32,1605.46
NL,CH,20,Export,146.48,200.38,229.68,337.50,380.86,454.69,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,21,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,22,Export,146.48,200.38,229.68,337.50,380.86,454.69,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,23,Export,146.48,200.38,229.68,337.50,380.86,454.69,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,24,Export,146.48,200.38,229.68,337.50,380.86,454.69,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,25,Export,146.48,200.38,229.68,337.50,380.86,454.69,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,26,Export,146.48,200.38,229.68,337.50,380.86,454.69,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,27,Export,142.96,192.19,220.32,324.60,364.45,433.59,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,28,Export,142.96,192.19,220.32,324.60,364.45,433.59,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,29,Export,142.96,192.19,220.32,324.60,364.45,433.59,724.21,748.83,876.55,946.87,1020.69,1058.20,1093.35,1129.67,1150.77,1191.78,1215.22
NL,CH,30,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,31,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,32,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,33,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,34,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,35,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,36,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,37,Export,165.23,235.54,270.70,399.61,451.17,527.33,963.27,980.85,1013.66,1076.95,1160.15,1203.50,1245.69,1287.88,1310.14,1359.36,1386.32
NL,CH,38,Export,165.23,235.54,270.70,399.61,451.17,527.33,963.27,980.85,1013.66,1076.95,1160.15,1203.50,1245.69,1287.88,1310.14,1359.36,1386.32
NL,CH,39,Export,185.16,269.53,310.54,460.55,526.17,621.09,963.27,980.85,1013.66,1076.95,1160.15,1203.50,1245.69,1287.88,1310.14,1359.36,1386.32
NL,CH,40,Export,130.07,172.26,195.69,289.45,326.95,392.57,577.73,597.65,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,41,Export,130.07,172.26,195.69,289.45,326.95,392.57,577.73,597.65,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,42,Export,130.07,172.26,195.69,289.45,326.95,392.57,577.73,597.65,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,43,Export,130.07,172.26,195.69,289.45,326.95,392.57,577.73,597.65,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,44,Export,130.07,172.26,195.69,289.45,326.95,392.57,577.73,597.65,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,45,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,629.29,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,46,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,629.29,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,47,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,629.29,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,48,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,629.29,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,49,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,629.29,714.83,780.45,837.88,867.18,895.30,925.77,942.18,974.99,993.75
NL,CH,50,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,622.26,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,51,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,622.26,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,52,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,622.26,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,53,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,622.26,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,54,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,622.26,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,55,Export,142.96,192.19,220.32,324.60,364.45,433.59,616.40,622.26,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,56,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,57,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,745.30,807.41,868.34,898.81,928.11,959.75,976.17,1011.33,1031.24
NL,CH,60,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,61,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,62,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,63,Export,146.48,200.38,229.68,337.50,380.86,454.69,652.73,665.63,774.60,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,64,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,800.39,835.54,898.81,930.46,960.93,993.75,1011.33,1048.82,1067.57
NL,CH,65,Export,173.44,248.43,284.77,417.19,469.91,551.95,834.36,856.63,1004.28,1087.49,1173.04,1216.40,1257.41,1300.76,1323.03,1373.42,1400.38
NL,CH,66,Export,185.16,269.53,310.54,460.55,526.17,621.09,963.27,980.85,1004.28,1087.49,1173.04,1216.40,1257.41,1300.76,1323.03,1373.42,1400.38
NL,CH,67,Export,173.44,248.43,284.77,417.19,469.91,551.95,834.36,856.63,1004.28,1087.49,1173.04,1216.40,1257.41,1300.76,1323.03,1373.42,1400.38
NL,CH,68,Export,173.44,248.43,284.77,417.19,469.91,551.95,834.36,856.63,1004.28,1087.49,1173.04,1216.40,1257.41,1300.76,1323.03,1373.42,1400.38
NL,CH,69,Export,173.44,248.43,284.77,417.19,469.91,551.95,834.36,856.63,1004.28,1087.49,1173.04,1216.40,1257.41,1300.76,1323.03,1373.42,1400.38
NL,CH,70,Export,173.44,248.43,284.77,417.19,469.91,551.95,812.10,826.16,892.96,964.44,1038.26,1076.95,1113.27,1150.77,1170.69,1214.05,1237.49
NL,CH,71,Export,185.16,269.53,310.54,460.55,526.17,621.09,963.27,980.85,1013.66,1028.90,1062.88,1076.95,1113.27,1150.77,1170.69,1214.05,1237.49
NL,CH,72,Export,173.44,248.43,284.77,417.19,469.91,551.95,812.10,826.16,892.96,964.44,1038.26,1076.95,1113.27,1150.77,1170.69,1214.05,1237.49
NL,CH,73,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,892.96,964.44,1038.26,1076.95,1113.27,1150.77,1170.69,1214.05,1237.49
NL,CH,74,Export,173.44,248.43,284.77,417.19,469.91,551.95,812.10,826.16,892.96,964.44,1038.26,1076.95,1113.27,1150.77,1170.69,1214.05,1237.49
NL,CH,75,Export,185.16,269.53,310.54,460.55,526.17,621.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,CH,76,Export,185.16,269.53,310.54,460.55,526.17,621.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,CH,77,Export,185.16,269.53,310.54,460.55,526.17,621.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,CH,80,Export,146.48,200.38,229.68,337.50,380.86,454.69,650.38,671.48,800.39,863.65,929.29,962.10,994.91,1027.72,1045.30,1083.97,1103.89
NL,CH,81,Export,146.48,200.38,229.68,337.50,380.86,454.69,650.38,671.48,800.39,863.65,929.29,962.10,994.91,1027.72,1045.30,1083.97,1103.89
NL,CH,82,Export,146.48,200.38,229.68,337.50,380.86,454.69,650.38,671.48,800.39,863.65,929.29,962.10,994.91,1027.72,1045.30,1083.97,1103.89
NL,CH,83,Export,146.48,200.38,229.68,337.50,380.86,454.69,650.38,671.48,800.39,863.65,929.29,962.10,994.91,1027.72,1045.30,1083.97,1103.89
NL,CH,84,Export,146.48,200.38,229.68,337.50,380.86,454.69,650.38,671.48,800.39,863.65,929.29,962.10,994.91,1027.72,1045.30,1083.97,1103.89
NL,CH,85,Export,146.48,200.38,229.68,337.50,380.86,454.69,650.38,671.48,800.39,863.65,929.29,962.10,994.91,1027.72,1045.30,1083.97,1103.89
NL,CH,86,Export,146.48,200.38,229.68,337.50,380.86,454.69,650.38,671.48,800.39,863.65,929.29,962.10,994.91,1027.72,1045.30,1083.97,1103.89
NL,CH,87,Export,146.48,200.38,229.68,337.50,380.86,454.69,675.00,698.43,824.99,891.79,959.75,994.91,1027.72,1061.70,1080.46,1120.30,1142.57
NL,CH,88,Export,146.48,200.38,229.68,337.50,380.86,454.69,675.00,698.43,824.99,891.79,959.75,994.91,1027.72,1061.70,1080.46,1120.30,1142.57
NL,CH,89,Export,146.48,200.38,229.68,337.50,380.86,454.69,675.00,698.43,824.99,891.79,959.75,994.91,1027.72,1061.70,1080.46,1120.30,1142.57
NL,CH,90,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,850.77,919.91,990.22,1026.55,1060.53,1095.69,1114.44,1156.62,1178.89
NL,CH,91,Export,165.23,235.54,270.70,399.61,451.17,527.33,764.05,778.12,850.77,919.91,990.22,1026.55,1060.53,1095.69,1114.44,1156.62,1178.89
