Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6
NL,DK,35,Export,104.77,142.25,167.62,261.35,294.43,367.21,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,36,Export,104.77,142.25,167.62,261.35,294.43,367.21,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,40,Export,100.35,137.85,162.11,250.32,283.40,355.08,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,41,Export,104.77,142.25,167.62,261.35,294.43,367.21,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,42,Export,108.07,146.66,172.03,264.65,301.05,374.93,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,43,Export,104.77,142.25,167.62,261.35,294.43,367.21,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,44,Export,108.07,146.66,172.03,264.65,301.05,374.93,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,45,Export,108.07,146.66,172.03,264.65,301.05,374.93,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,46,Export,104.77,142.25,167.62,261.35,294.43,367.21,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,47,Export,108.07,146.66,172.03,264.65,301.05,374.93,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,48,Export,108.07,146.66,172.03,264.65,301.05,374.93,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,49,Export,108.07,146.66,172.03,264.65,301.05,374.93,488.66,512.10,576.55,617.57,703.12,748.83,787.49,862.49,899.99,974.99,1011.33
NL,DK,50,Export,106.96,141.15,164.31,245.90,277.88,345.15,410.15,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,51,Export,106.96,141.15,164.31,245.90,277.88,345.15,410.15,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,52,Export,106.96,141.15,164.31,245.90,277.88,345.15,410.15,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,53,Export,106.96,141.15,164.31,245.90,277.88,345.15,410.15,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,54,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,55,Export,106.96,141.15,164.31,245.90,277.88,345.15,410.15,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,56,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,57,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,58,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,59,Export,113.58,149.97,175.33,260.25,293.32,370.52,439.44,446.48,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,60,Export,99.25,131.22,152.18,226.06,255.83,317.58,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,61,Export,101.45,134.54,156.58,233.77,262.46,326.40,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,62,Export,106.96,141.15,164.31,245.90,277.88,345.15,410.15,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,63,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,64,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,65,Export,106.96,141.15,164.31,245.90,277.88,345.15,410.15,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,66,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,67,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,68,Export,113.58,149.97,175.33,260.25,293.32,370.52,439.44,446.48,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,69,Export,113.58,149.97,175.33,260.25,293.32,370.52,439.44,446.48,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,70,Export,95.94,126.81,147.76,222.75,249.21,309.87,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,71,Export,91.52,122.40,142.25,211.72,239.30,297.73,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,72,Export,101.45,134.54,156.58,233.77,262.46,326.40,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,73,Export,95.94,126.81,147.76,222.75,249.21,309.87,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,74,Export,101.45,134.54,156.58,233.77,262.46,326.40,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,75,Export,106.96,141.15,164.31,245.90,277.88,345.15,406.63,421.87,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,76,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,77,Export,113.58,149.97,175.33,260.25,293.32,370.52,439.44,446.48,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,78,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,79,Export,113.58,149.97,175.33,260.25,293.32,370.52,439.44,446.48,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,80,Export,101.45,134.54,156.58,233.77,262.46,326.40,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,81,Export,101.45,134.54,156.58,233.77,262.46,326.40,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,82,Export,101.45,134.54,156.58,233.77,262.46,326.40,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,83,Export,91.52,122.40,142.25,211.72,239.30,297.73,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,84,Export,106.96,141.15,164.31,245.90,277.88,345.15,406.63,421.87,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,85,Export,106.96,141.15,164.31,245.90,277.88,345.15,406.63,421.87,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,86,Export,101.45,134.54,156.58,233.77,262.46,326.40,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,87,Export,91.52,122.40,142.25,211.72,239.30,297.73,396.09,412.50,455.86,486.33,553.11,589.45,623.42,691.40,727.72,792.18,820.30
NL,DK,88,Export,106.96,141.15,164.31,245.90,277.88,345.15,406.63,421.87,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,89,Export,106.96,141.15,164.31,245.90,277.88,345.15,406.63,421.87,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,90,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,91,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,92,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,93,Export,116.89,154.38,181.96,271.28,305.46,381.55,452.33,459.37,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,94,Export,110.28,145.55,172.03,255.83,287.80,358.39,425.39,432.42,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,95,Export,113.58,149.97,175.33,260.25,293.32,370.52,439.44,446.48,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,96,Export,116.89,154.38,181.96,271.28,305.46,381.55,452.33,459.37,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,97,Export,116.89,154.38,181.96,271.28,305.46,381.55,452.33,459.37,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,98,Export,116.89,154.38,181.96,271.28,305.46,381.55,452.33,459.37,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,DK,99,Export,116.89,154.38,181.96,271.28,305.46,381.55,452.33,459.37,467.58,501.56,570.69,607.03,642.18,712.50,748.83,812.10,841.40
NL,EE,10,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,11,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,12,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,13,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,14,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,15,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,16,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,17,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,18,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,19,Export,101.82,142.56,166.31,263.62,303.22,381.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,20,Export,107.48,153.87,181.03,288.50,334.90,418.63,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,21,Export,107.48,153.87,181.03,288.50,334.90,418.63,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,22,Export,107.48,153.87,181.03,288.50,334.90,418.63,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,23,Export,107.48,153.87,181.03,288.50,334.90,418.63,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,24,Export,110.88,159.54,190.08,305.48,356.39,444.65,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,25,Export,110.88,159.54,190.08,305.48,356.39,444.65,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,26,Export,117.67,168.57,202.53,323.58,376.77,467.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,27,Export,117.67,168.57,202.53,323.58,376.77,467.28,635.86,684.51,758.05,782.94,876.84,919.84,960.57,1044.30,1086.16,1168.76,1209.48
NL,EE,28,Export,117.67,168.57,202.53,323.58,376.77,467.28,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,29,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,30,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,31,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,40,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,41,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,42,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,43,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,44,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,45,Export,104.09,147.08,173.10,276.07,319.06,400.52,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,46,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,48,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,49,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,50,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,51,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,52,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,53,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,54,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,55,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,56,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,57,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,58,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,59,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,60,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,61,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,62,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,63,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,64,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,65,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,66,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,67,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,68,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,69,Export,110.88,159.54,190.08,305.48,356.39,444.65,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,70,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,71,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,72,Export,104.09,147.08,173.10,276.07,319.06,400.52,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,73,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,74,Export,101.82,142.56,166.31,263.62,303.22,381.28,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,75,Export,101.82,142.56,166.31,263.62,303.22,381.28,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,76,Export,104.09,147.08,173.10,276.07,319.06,400.52,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,78,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,79,Export,104.09,147.08,173.10,276.07,319.06,400.52,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,80,Export,104.09,147.08,173.10,276.07,319.06,400.52,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,85,Export,104.09,147.08,173.10,276.07,319.06,400.52,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,86,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,87,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,88,Export,107.48,153.87,181.03,288.50,334.90,418.63,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,90,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,91,Export,107.48,152.75,179.90,288.50,333.77,417.50,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,92,Export,117.67,168.57,202.53,323.58,376.77,467.28,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,93,Export,117.67,168.57,202.53,323.58,376.77,467.28,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,EE,94,Export,117.67,168.57,202.53,323.58,376.77,467.28,812.36,837.24,986.59,1069.19,1151.78,1194.78,1235.51,1278.50,1299.99,1349.78,1375.80
NL,ES,01,Export,116.88,163.04,193.82,298.25,336.73,412.57,510.93,570.69,657.42,700.78,870.70,897.65,923.43,972.64,999.60,1052.33,1078.11
NL,ES,02,Export,133.36,193.82,235.58,371.90,423.55,530.19,694.92,793.34,896.48,948.04,1170.69,1208.18,1244.51,1318.34,1355.84,1429.67,1464.83
NL,ES,03,Export,142.15,210.31,256.48,407.07,466.42,585.15,699.60,754.68,856.63,904.67,1116.78,1151.94,1185.92,1256.24,1291.38,1361.70,1395.69
NL,ES,04,Export,142.15,211.41,258.67,409.28,468.63,588.44,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,05,Export,121.27,170.74,204.82,316.92,358.71,441.14,658.58,754.68,856.63,904.67,1115.61,1151.94,1185.92,1256.24,1291.38,1361.70,1395.69
NL,ES,06,Export,142.15,210.31,256.48,407.07,466.42,585.15,860.15,966.79,1096.86,1161.31,1442.56,1489.43,1535.14,1627.71,1674.60,1767.18,1812.87
NL,ES,07,Export,170.74,268.57,331.22,526.88,603.82,756.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,ES,08,Export,99.29,133.36,154.26,233.40,265.28,330.12,510.93,570.69,657.42,700.78,870.70,897.65,923.43,972.64,999.60,1052.33,1078.11
NL,ES,09,Export,128.97,185.02,224.60,352.10,401.57,501.60,598.82,652.73,752.33,798.03,980.85,1011.33,1040.62,1101.55,1132.02,1192.96,1222.25
NL,ES,10,Export,133.36,193.82,235.58,371.90,423.55,530.19,860.15,966.79,1096.86,1161.31,1442.56,1489.43,1535.14,1627.71,1674.60,1767.18,1812.87
NL,ES,11,Export,142.15,211.41,258.67,409.28,468.63,588.44,860.15,966.79,1096.86,1161.31,1441.39,1489.43,1535.14,1627.71,1674.60,1767.18,1812.87
NL,ES,12,Export,128.97,183.94,223.49,351.01,400.48,499.40,604.68,693.74,796.87,841.40,1034.76,1067.57,1099.21,1163.67,1196.47,1259.75,1291.38
NL,ES,13,Export,132.27,192.73,234.50,367.50,418.07,519.19,694.92,793.34,896.48,948.04,1170.69,1208.18,1244.51,1318.34,1355.84,1429.67,1464.83
NL,ES,14,Export,134.47,194.93,236.69,372.99,425.76,532.38,767.57,863.65,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,15,Export,137.76,201.51,245.48,388.38,443.34,556.57,789.83,887.10,1004.28,1062.88,1318.34,1360.53,1401.54,1485.93,1528.11,1612.48,1653.50
NL,ES,16,Export,132.27,192.73,234.50,367.50,418.07,519.19,658.58,754.68,856.63,904.67,1115.61,1151.94,1185.92,1256.24,1291.38,1361.70,1395.69
NL,ES,17,Export,115.78,161.95,192.73,296.05,334.51,410.36,510.93,570.69,657.42,700.78,870.70,897.65,923.43,972.64,999.60,1052.33,1078.11
NL,ES,18,Export,142.15,210.31,256.48,407.07,466.42,585.15,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,19,Export,120.17,168.54,200.42,303.75,342.23,422.46,611.71,682.02,785.14,828.50,1018.35,1051.15,1081.63,1140.23,1173.04,1236.31,1266.78
NL,ES,20,Export,99.29,133.36,154.26,235.58,266.38,332.33,510.93,570.69,657.42,700.78,870.70,897.65,923.43,972.64,999.60,1052.33,1078.11
NL,ES,21,Export,142.15,211.41,258.67,409.28,468.63,588.44,860.15,966.79,1096.86,1161.31,1442.56,1489.43,1535.14,1627.71,1674.60,1767.18,1812.87
NL,ES,22,Export,128.97,183.94,223.49,351.01,400.48,499.40,596.49,683.20,786.32,830.85,1021.86,1053.51,1085.15,1147.25,1180.06,1243.34,1273.81
NL,ES,23,Export,134.47,194.93,236.69,372.99,425.76,532.38,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,24,Export,134.47,194.93,236.69,372.99,425.76,532.38,791.01,888.28,1006.64,1065.22,1320.69,1362.88,1403.90,1488.26,1530.45,1614.83,1655.84
NL,ES,25,Export,127.88,183.94,222.41,347.71,394.98,488.41,587.10,673.82,775.76,820.30,1007.80,1039.44,1069.91,1132.02,1163.67,1225.76,1256.24
NL,ES,26,Export,127.88,183.94,223.49,348.81,396.08,490.61,583.59,592.96,657.42,700.78,870.70,897.65,923.43,972.64,999.60,1052.33,1078.11
NL,ES,27,Export,137.76,201.51,245.48,388.38,443.34,556.57,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,28,Export,103.68,141.06,164.15,254.28,289.45,360.89,611.71,682.02,785.14,828.50,1018.35,1051.15,1081.63,1140.23,1173.04,1236.31,1266.78
NL,ES,29,Export,142.15,211.41,258.67,409.28,468.63,588.44,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,30,Export,134.47,194.93,236.69,372.99,425.76,532.38,694.92,793.34,896.48,948.04,1170.69,1208.18,1244.51,1318.34,1355.84,1429.67,1464.83
NL,ES,31,Export,116.88,163.04,193.82,298.25,336.73,412.57,510.93,570.69,657.42,700.78,870.70,897.65,923.43,972.64,999.60,1052.33,1078.11
NL,ES,32,Export,137.76,201.51,245.48,388.38,443.34,556.57,767.57,862.49,976.17,1033.57,1279.67,1320.69,1360.53,1441.39,1483.57,1564.44,1604.28
NL,ES,33,Export,130.06,186.13,225.71,354.32,403.78,503.80,721.87,819.14,926.94,979.68,1211.71,1250.37,1287.88,1364.05,1403.90,1480.06,1517.56
NL,ES,34,Export,133.36,193.82,235.58,371.90,423.55,530.19,658.58,754.68,856.63,904.67,1116.78,1151.94,1185.92,1256.24,1291.38,1361.70,1395.69
